id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential	wrok_exp
4094	45	40	41	37	41	42	41	0-1	None	42	35	No	No	0-1
4096	57	54	53	53	51	54	54	0-1	Bachelor	64	51	No	Yes	0-1
4097	50	43	46	40	42	46	44	2-5	Associate	34	29	No	No	2-5
4098	55	45	47	49	46	57	52	2-5	Bachelor	47	41	No	Yes	2-5
4099	51	43	45	46	48	48	46	2-5	Associate	42	43	Yes	No	2-5
4101	53	38	47	43	51	50	46	2-5	Bachelor	41	45	No	Yes	2-5
4102	54	46	46	43	49	51	45	0-1	Associate	36	43	No	No	0-1
4103	55	49	49	48	52	50	48	2-5	Bachelor	46	44	No	No	2-5
4105	54	50	45	49	49	58	48	6-10	Bachelor	54	47	No	No	6-10
4106	51	52	45	47	53	47	49	0-1	Bachelor	43	33	No	No	0-1
4107	60	60	57	50	58	55	48	0-1	Bachelor	67	58	Yes	Yes	0-1
4108	55	39	46	45	47	55	44	0-1	Associate	47	30	No	No	0-1
4110	51	45	49	41	52	49	50	2-5	Associate	54	46	No	Yes	2-5
4111	47	43	42	45	46	51	44	2-5	Bachelor	40	47	No	No	2-5
4112	52	44	47	46	46	48	48	0-1	Bachelor	32	50	No	No	0-1
4113	55	49	53	45	52	53	48	0-1	Associate	58	56	Yes	Yes	0-1
4114	53	49	44	47	49	51	43	6-10	None	49	37	No	No	6-10
4115	55	42	47	49	47	52	54	2-5	Bachelor	44	50	No	No	2-5
4117	58	51	49	47	55	59	47	0-1	None	49	53	No	No	0-1
4118	53	46	44	45	48	54	42	2-5	None	47	41	No	Yes	2-5
4119	57	50	48	49	53	50	45	2-5	Bachelor	47	55	No	No	2-5
4120	51	43	45	41	47	48	43	2-5	Master	33	36	No	No	2-5
4121	54	46	52	51	53	51	47	2-5	Associate	41	50	No	No	2-5
4123	50	42	47	43	48	44	48	0-1	Bachelor	40	32	No	No	0-1
4124	50	41	47	40	50	48	49	0-1	Bachelor	37	42	No	No	0-1
4125	51	49	49	45	52	57	41	2-5	None	40	42	No	No	2-5
4126	59	47	48	49	50	56	48	2-5	Bachelor	54	46	No	Yes	2-5
4127	48	44	40	42	50	50	43	0-1	Associate	45	43	No	Yes	0-1
4128	53	45	45	48	49	55	47	6-10	Associate	48	52	No	No	6-10
4129	48	46	42	40	46	46	45	2-5	Bachelor	47	34	No	No	2-5
4130	51	42	44	46	40	48	47	0-1	Bachelor	34	43	No	No	0-1
4131	54	45	51	49	49	58	49	6-10	Associate	49	39	No	No	6-10
4132	52	48	48	48	49	55	44	2-5	Associate	41	43	No	No	2-5
4133	50	47	48	46	50	52	46	6-10	Bachelor	41	36	No	No	6-10
4134	53	48	47	50	50	58	53	2-5	Bachelor	51	45	No	Yes	2-5
4135	51	43	43	45	47	49	49	2-5	Associate	46	35	No	No	2-5
4136	59	41	48	40	54	53	41	2-5	None	39	42	No	No	2-5
4137	47	45	47	43	42	49	45	6-10	None	37	31	No	No	6-10
4138	49	45	49	45	45	45	47	0-1	Bachelor	47	43	Yes	No	0-1
4139	47	38	44	40	38	45	43	0-1	None	31	28	No	Yes	0-1
4140	53	44	50	49	45	48	45	2-5	Associate	43	44	No	No	2-5
4141	54	43	46	40	52	47	36	0-1	None	37	29	No	No	0-1
4142	49	49	47	44	44	54	48	11+	Associate	37	48	No	No	11+
4143	45	45	47	43	49	47	50	0-1	Bachelor	38	41	No	No	0-1
4146	55	48	45	49	53	50	45	2-5	Associate	47	43	No	No	2-5
4147	61	45	51	44	51	51	48	0-1	Associate	53	62	No	Yes	0-1
4148	53	50	49	43	49	52	44	0-1	Bachelor	49	42	No	No	0-1
4152	52	43	43	43	46	49	43	11+	None	45	37	No	No	11+
4153	54	47	46	45	50	55	42	0-1	Associate	48	49	No	Yes	0-1
4154	59	57	51	48	51	57	49	0-1	Bachelor	59	62	Yes	No	0-1
4155	53	48	50	51	45	58	48	2-5	None	55	45	No	Yes	2-5
4156	47	44	39	41	45	45	35	0-1	None	40	36	No	No	0-1
4157	52	47	46	42	50	51	44	2-5	Bachelor	45	46	No	No	2-5
4159	52	51	52	49	52	58	51	6-10	None	56	53	No	Yes	6-10
4160	51	44	39	42	45	41	49	0-1	Master	40	38	No	No	0-1
4162	56	47	45	46	46	52	41	6-10	Associate	47	38	No	No	6-10
4165	53	43	44	42	45	52	43	0-1	Associate	38	39	No	No	0-1
4166	49	42	45	48	48	55	41	0-1	None	43	46	No	No	0-1
4167	57	47	50	45	53	58	50	2-5	Bachelor	47	49	No	Yes	2-5
4168	55	47	52	53	50	50	52	0-1	Bachelor	47	50	No	No	0-1
4170	48	48	44	44	43	45	42	0-1	None	34	33	No	No	0-1
4171	57	39	49	48	49	53	45	0-1	Associate	34	52	No	No	0-1
4172	54	45	45	48	44	54	43	0-1	Bachelor	40	42	No	No	0-1
4173	54	53	46	42	50	47	48	0-1	Bachelor	43	44	No	Yes	0-1
4176	50	47	43	38	43	47	36	2-5	None	30	40	No	No	2-5
4177	52	46	48	45	46	52	48	2-5	Bachelor	44	37	No	No	2-5
4178	55	46	52	51	49	55	49	11+	Bachelor	61	60	No	Yes	11+
4179	54	49	49	49	55	54	51	2-5	None	47	50	No	No	2-5
4180	51	48	44	42	43	42	41	0-1	None	35	46	No	No	0-1
4181	50	40	45	45	49	52	44	0-1	Bachelor	42	45	No	No	0-1
4182	49	45	44	39	46	49	47	0-1	Bachelor	36	41	No	No	0-1
4183	53	45	49	43	50	51	50	2-5	Bachelor	43	42	No	No	2-5
4184	48	45	47	46	48	46	42	0-1	Bachelor	40	43	No	No	0-1
4188	50	42	49	46	45	48	44	2-5	None	43	40	No	No	2-5
4189	55	42	50	47	49	53	46	2-5	Associate	43	49	Yes	Yes	2-5
4190	53	44	48	50	44	48	41	0-1	Associate	43	40	No	No	0-1
4191	56	53	59	49	46	48	46	0-1	Bachelor	43	60	No	No	0-1
4193	48	47	45	48	49	58	46	2-5	Associate	47	40	No	No	2-5
4194	52	46	47	48	47	52	44	11+	Bachelor	47	43	Yes	No	11+
4195	52	42	43	42	50	51	45	2-5	Associate	40	37	No	No	2-5
4196	57	48	51	48	49	52	54	2-5	Bachelor	46	48	No	No	2-5
4197	48	45	44	35	49	48	41	0-1	Associate	35	41	No	No	0-1
4198	57	44	46	43	44	52	42	0-1	Associate	45	40	No	No	0-1
4199	55	48	47	43	56	55	49	6-10	None	51	50	No	Yes	6-10
4200	48	37	40	42	43	54	43	0-1	Bachelor	39	36	No	No	0-1
4201	51	52	51	45	53	50	47	0-1	Bachelor	47	48	No	No	0-1
4202	49	39	46	44	48	47	43	2-5	Bachelor	38	43	No	No	2-5
4205	54	47	50	46	50	56	47	2-5	None	41	44	No	Yes	2-5
4206	56	49	49	46	56	51	51	6-10	Bachelor	55	59	No	No	6-10
4207	48	43	37	39	46	46	48	0-1	Bachelor	38	38	No	No	0-1
4208	51	47	48	42	50	53	43	0-1	Master	36	42	No	No	0-1
4209	48	43	42	38	45	53	41	0-1	Associate	33	30	No	No	0-1
4211	57	53	48	46	50	47	44	0-1	Associate	44	36	No	No	0-1
4212	51	47	42	40	49	46	47	2-5	Bachelor	54	41	No	No	2-5
4213	57	52	52	49	55	56	49	0-1	None	58	59	Yes	No	0-1
4214	56	47	48	49	48	52	42	2-5	None	32	48	No	No	2-5
4215	50	44	39	43	39	47	39	0-1	None	37	32	No	Yes	0-1
4216	48	37	43	39	41	52	39	6-10	None	37	33	No	No	6-10
4217	53	53	50	44	49	43	49	6-10	None	37	46	No	No	6-10
4218	56	49	49	46	47	54	54	2-5	Bachelor	66	53	No	Yes	2-5
4219	49	53	49	48	50	46	47	0-1	Bachelor	48	42	Yes	No	0-1
4220	54	49	51	46	47	54	45	6-10	Doctorate	46	57	No	No	6-10
4221	51	48	48	50	47	46	53	2-5	Bachelor	55	48	No	Yes	2-5
4222	51	45	45	46	45	48	43	0-1	Associate	32	46	No	No	0-1
4223	52	48	44	38	53	49	43	0-1	Associate	41	35	No	No	0-1
4224	60	48	54	48	53	55	43	0-1	Bachelor	54	57	No	Yes	0-1
4225	51	35	40	46	48	58	39	11+	None	40	42	No	No	11+
4227	55	46	49	48	53	57	50	2-5	Master	50	57	No	Yes	2-5
4228	50	41	45	43	45	52	43	11+	None	50	48	No	Yes	11+
4231	52	44	44	45	47	52	41	6-10	Associate	49	53	No	No	6-10
4232	59	48	54	54	53	59	49	2-5	Bachelor	50	45	No	No	2-5
4233	47	48	45	41	46	50	43	11+	Bachelor	43	42	No	Yes	11+
4234	48	44	48	42	47	48	43	0-1	Bachelor	44	45	No	No	0-1
4236	52	43	45	47	51	60	47	6-10	Bachelor	52	47	No	No	6-10
4238	53	51	52	45	55	52	54	2-5	Bachelor	49	43	Yes	Yes	2-5
4239	51	49	51	49	51	54	49	6-10	Doctorate	51	44	No	No	6-10
4240	55	46	46	45	49	53	49	0-1	None	36	43	No	No	0-1
4241	48	45	44	42	47	51	49	2-5	Bachelor	48	43	No	No	2-5
4242	49	45	47	42	51	51	41	0-1	None	36	35	No	No	0-1
4243	60	47	49	52	50	50	44	2-5	None	45	45	No	No	2-5
4244	55	47	50	43	53	52	48	6-10	Bachelor	46	50	No	No	6-10
4245	55	46	45	40	47	54	38	2-5	Associate	45	43	No	No	2-5
4246	52	50	48	42	49	51	47	11+	Bachelor	47	48	No	No	11+
4247	56	48	48	47	47	57	47	6-10	Bachelor	48	59	No	No	6-10
4248	51	45	46	49	51	52	51	2-5	Associate	44	42	No	Yes	2-5
4249	57	47	49	46	44	53	42	6-10	None	44	40	No	No	6-10
4250	56	50	51	53	54	56	51	0-1	Doctorate	51	53	No	Yes	0-1
4252	58	55	49	49	54	59	47	6-10	Bachelor	52	53	Yes	Yes	6-10
4253	52	45	47	48	48	51	47	6-10	Bachelor	48	35	No	No	6-10
4254	45	49	45	46	48	49	52	6-10	Bachelor	56	40	No	No	6-10
4255	48	45	44	42	45	50	49	0-1	Associate	41	46	No	No	0-1
4256	57	49	51	48	56	57	42	6-10	None	50	41	No	No	6-10
4257	54	55	48	43	53	54	49	6-10	Bachelor	47	54	No	No	6-10
4258	52	44	48	44	51	50	47	2-5	Bachelor	41	49	No	No	2-5
4259	51	48	46	42	43	53	43	6-10	Associate	60	48	No	Yes	6-10
4260	59	54	57	53	50	54	48	0-1	None	48	61	No	No	0-1
4261	52	48	48	45	44	46	49	0-1	Bachelor	36	42	No	No	0-1
4262	53	49	49	45	52	46	51	0-1	Bachelor	43	47	No	No	0-1
4263	51	47	46	44	46	48	50	6-10	Bachelor	51	50	Yes	Yes	6-10
4264	50	40	47	44	48	48	47	0-1	None	46	39	No	No	0-1
4265	53	41	49	46	42	52	45	0-1	Bachelor	40	42	No	No	0-1
4267	47	49	46	40	46	50	46	2-5	None	45	32	No	No	2-5
4268	58	49	55	55	54	58	56	0-1	Bachelor	55	63	No	Yes	0-1
4269	53	44	42	43	54	51	47	0-1	Bachelor	47	38	No	No	0-1
4270	58	47	53	53	52	56	48	6-10	Bachelor	55	45	No	No	6-10
4272	56	49	49	47	54	52	44	6-10	None	46	52	No	No	6-10
4273	55	56	54	46	57	56	49	0-1	Bachelor	54	70	Yes	No	0-1
4274	46	43	44	48	41	49	40	11+	None	46	45	No	No	11+
4275	56	38	48	51	48	55	47	2-5	Associate	54	43	No	No	2-5
4276	54	45	51	48	49	55	50	6-10	Bachelor	47	47	No	Yes	6-10
4279	54	50	52	50	49	55	47	6-10	Master	49	53	No	No	6-10
4280	53	46	41	37	50	44	43	0-1	Associate	27	43	No	No	0-1
4281	50	47	47	43	50	42	49	0-1	Associate	33	43	No	No	0-1
4282	56	53	54	52	49	57	46	2-5	None	59	49	No	Yes	2-5
4283	49	39	46	43	46	46	42	2-5	None	38	40	No	No	2-5
4284	51	48	51	42	53	48	45	0-1	Bachelor	35	40	No	No	0-1
4285	48	48	47	45	44	41	43	0-1	Bachelor	46	34	No	No	0-1
4287	50	48	52	51	48	51	49	2-5	Bachelor	53	41	No	No	2-5
4288	56	51	51	52	53	52	55	0-1	Bachelor	59	44	No	No	0-1
4289	55	54	49	45	56	55	50	0-1	Bachelor	47	59	No	No	0-1
4290	54	43	46	46	47	51	43	2-5	None	33	40	No	No	2-5
4292	46	40	41	38	43	44	37	2-5	None	31	31	No	No	2-5
4293	54	50	48	44	47	44	44	2-5	Associate	34	46	No	No	2-5
4294	54	47	52	54	48	53	40	0-1	Associate	45	48	No	No	0-1
4296	54	47	47	46	51	54	48	2-5	Bachelor	48	43	Yes	No	2-5
4298	52	49	50	48	50	52	47	0-1	Bachelor	45	50	No	No	0-1
4299	51	45	53	47	47	47	49	0-1	Bachelor	37	41	No	No	0-1
4300	53	41	42	42	42	58	45	6-10	Bachelor	45	39	No	No	6-10
4301	49	42	45	46	48	53	53	2-5	Bachelor	42	43	No	No	2-5
4302	51	44	47	43	50	51	45	0-1	Bachelor	44	37	No	No	0-1
4303	54	44	52	51	49	53	42	0-1	Associate	41	41	No	No	0-1
4304	52	44	53	46	50	47	41	0-1	Associate	39	37	No	No	0-1
4305	56	52	50	48	54	50	42	0-1	None	56	55	No	No	0-1
4306	50	45	44	40	45	51	41	6-10	None	43	45	No	No	6-10
4307	50	43	45	43	45	45	44	0-1	Bachelor	48	36	No	No	0-1
4308	51	45	48	44	44	55	39	0-1	Bachelor	47	42	No	No	0-1
4309	54	44	43	38	50	50	47	2-5	Bachelor	47	39	No	No	2-5
4310	55	50	50	47	51	52	51	0-1	Bachelor	41	45	Yes	No	0-1
4311	63	52	55	49	57	55	56	11+	None	66	60	No	No	11+
4314	48	51	50	48	51	52	55	6-10	Bachelor	53	54	Yes	Yes	6-10
4315	58	50	44	49	52	56	51	0-1	Associate	43	54	No	No	0-1
4317	52	47	49	46	53	50	49	2-5	Master	46	45	No	No	2-5
4318	47	48	48	45	47	45	47	0-1	Associate	43	38	No	No	0-1
4319	59	50	48	47	54	50	51	2-5	Doctorate	56	49	No	Yes	2-5
4320	51	49	50	47	55	49	53	6-10	Bachelor	53	46	No	No	6-10
4321	59	49	47	38	56	50	47	2-5	Master	50	37	No	No	2-5
4322	50	46	45	47	50	48	44	0-1	Bachelor	39	42	No	No	0-1
4323	49	44	47	42	46	48	44	0-1	Associate	41	43	No	No	0-1
4325	51	43	46	44	46	48	44	2-5	Bachelor	43	33	No	No	2-5
4326	51	45	44	44	46	46	49	0-1	None	39	45	No	No	0-1
4327	56	49	51	49	51	57	47	0-1	Bachelor	57	49	No	Yes	0-1
4328	55	48	47	46	52	53	39	0-1	None	45	40	No	No	0-1
4329	52	46	44	48	47	54	44	6-10	None	38	41	No	No	6-10
4331	52	50	49	43	47	45	44	0-1	Associate	39	38	Yes	No	0-1
4332	60	50	56	53	57	56	51	0-1	Bachelor	68	53	No	Yes	0-1
4333	55	50	48	46	51	54	47	6-10	Bachelor	63	51	Yes	Yes	6-10
4334	54	41	44	46	45	50	39	6-10	None	44	35	No	No	6-10
4335	55	42	47	44	44	53	41	0-1	None	39	45	No	No	0-1
4337	49	51	42	43	51	50	50	0-1	Associate	44	44	Yes	Yes	0-1
4338	49	39	46	45	46	46	39	0-1	Associate	38	37	No	No	0-1
4339	57	55	52	48	56	52	49	2-5	Bachelor	50	51	No	Yes	2-5
4341	48	47	46	44	46	44	43	0-1	Doctorate	31	37	No	No	0-1
4342	51	43	45	46	48	53	45	0-1	Bachelor	37	39	No	No	0-1
4344	56	41	44	48	46	51	45	2-5	Bachelor	41	50	No	No	2-5
4345	56	55	52	54	54	56	54	6-10	Bachelor	61	64	No	Yes	6-10
4346	50	48	42	43	48	43	44	0-1	Bachelor	41	40	No	No	0-1
4347	51	45	42	38	47	49	42	11+	Associate	50	34	No	No	11+
4348	51	49	48	42	45	50	43	0-1	Bachelor	46	52	No	No	0-1
4349	52	49	44	47	45	52	47	0-1	Bachelor	39	47	No	No	0-1
4350	58	51	51	45	49	56	41	2-5	None	44	46	No	No	2-5
4351	50	47	43	45	48	52	51	0-1	Bachelor	41	39	Yes	No	0-1
4352	54	47	50	51	53	58	52	6-10	Bachelor	52	61	No	No	6-10
4353	63	57	59	56	61	64	60	11+	Associate	78	83	No	Yes	11+
4354	54	48	46	48	45	50	47	2-5	Bachelor	37	43	No	No	2-5
4355	51	45	42	43	47	49	49	2-5	Bachelor	45	48	No	No	2-5
4356	52	45	46	44	51	53	46	6-10	None	44	37	No	No	6-10
4357	51	46	51	48	53	49	47	0-1	Master	36	47	No	No	0-1
4358	47	47	43	40	46	43	49	0-1	Bachelor	39	40	No	No	0-1
4359	52	43	44	43	53	57	47	6-10	Associate	49	40	No	No	6-10
4360	49	42	44	48	44	53	45	0-1	Bachelor	50	47	No	Yes	0-1
4361	52	51	49	43	46	47	47	0-1	Master	48	41	No	No	0-1
4362	52	47	49	44	50	51	44	0-1	Associate	39	41	No	No	0-1
4363	54	48	47	45	49	52	47	0-1	Bachelor	44	55	No	No	0-1
4365	57	54	57	51	51	56	47	2-5	None	57	56	No	Yes	2-5
4366	61	55	59	49	59	54	48	6-10	Master	57	75	Yes	No	6-10
4367	55	48	49	48	53	51	48	6-10	Bachelor	46	43	Yes	No	6-10
4368	54	48	45	45	49	49	45	2-5	Bachelor	38	40	No	No	2-5
4369	52	42	48	48	49	49	48	6-10	Associate	37	43	No	No	6-10
4370	54	45	47	45	51	56	45	2-5	None	41	51	No	No	2-5
4372	52	44	47	41	48	43	45	0-1	None	43	36	No	No	0-1
4374	50	44	44	42	44	48	43	2-5	Associate	32	34	No	No	2-5
4376	53	40	45	44	43	50	40	6-10	None	44	29	No	No	6-10
4377	59	50	49	49	50	55	42	11+	Associate	58	44	No	No	11+
4378	52	47	41	43	44	46	45	0-1	Associate	39	39	Yes	No	0-1
4380	50	45	42	45	48	49	41	2-5	None	37	39	No	No	2-5
4381	49	45	44	46	49	60	45	2-5	Bachelor	39	39	No	No	2-5
4382	55	47	47	46	46	53	45	0-1	Bachelor	43	57	No	No	0-1
4383	56	44	46	51	54	65	48	2-5	None	51	43	No	No	2-5
4384	51	44	52	47	53	49	47	0-1	Associate	49	44	No	Yes	0-1
4385	52	42	43	41	46	47	45	2-5	Bachelor	34	45	No	No	2-5
4386	56	50	52	46	54	48	48	2-5	Bachelor	49	50	No	No	2-5
4387	57	50	47	46	51	51	51	0-1	Associate	45	49	No	No	0-1
4388	52	39	49	50	47	48	48	0-1	Bachelor	40	33	No	No	0-1
4389	55	44	43	45	48	54	42	2-5	None	49	42	No	Yes	2-5
4390	55	50	51	50	47	53	41	0-1	None	46	45	No	Yes	0-1
4392	55	42	48	42	47	46	43	2-5	None	44	31	No	No	2-5
4393	59	52	58	53	53	61	50	6-10	Bachelor	60	62	No	Yes	6-10
4396	52	43	42	45	40	49	45	0-1	Master	43	40	No	No	0-1
4399	53	47	48	45	51	45	49	2-5	Bachelor	36	49	No	No	2-5
4400	52	51	50	44	51	56	45	0-1	Bachelor	57	47	No	Yes	0-1
4401	52	48	39	43	48	52	42	0-1	None	51	42	No	No	0-1
4402	61	54	58	54	54	47	53	0-1	None	58	53	No	Yes	0-1
4403	55	46	49	46	53	50	49	2-5	Bachelor	49	42	Yes	No	2-5
4405	59	45	53	47	51	54	51	11+	Bachelor	52	59	Yes	No	11+
4406	52	46	48	49	51	56	49	2-5	Associate	53	43	No	No	2-5
4407	51	45	46	44	50	49	45	0-1	None	36	40	No	No	0-1
4408	50	54	47	38	49	44	48	0-1	Bachelor	43	41	No	No	0-1
4410	56	47	52	51	49	47	44	6-10	Bachelor	51	57	No	Yes	6-10
4411	54	48	50	43	48	48	45	0-1	Associate	41	42	No	No	0-1
4412	44	44	46	45	45	45	44	6-10	Associate	40	32	Yes	No	6-10
4413	54	51	50	42	48	46	47	0-1	Associate	42	48	No	No	0-1
4414	49	46	46	40	43	49	46	11+	Bachelor	47	58	No	No	11+
4415	49	47	41	41	46	53	45	6-10	Bachelor	56	47	No	Yes	6-10
4417	54	46	52	51	46	54	47	2-5	Bachelor	47	50	No	No	2-5
4418	51	44	48	47	46	52	45	6-10	Associate	39	39	No	No	6-10
4419	51	46	47	51	47	55	45	0-1	Bachelor	42	47	No	No	0-1
4422	52	46	44	45	45	48	43	0-1	None	43	36	No	No	0-1
4423	50	59	52	40	55	52	46	0-1	Bachelor	45	45	No	Yes	0-1
4424	49	45	46	41	44	44	43	0-1	Bachelor	48	38	No	No	0-1
4428	47	42	45	46	47	55	47	6-10	Bachelor	46	40	No	No	6-10
4429	55	50	51	47	53	58	43	0-1	None	48	49	No	No	0-1
4430	53	49	48	49	49	57	45	2-5	Associate	47	46	No	No	2-5
4431	53	49	51	44	53	52	42	0-1	None	33	50	No	No	0-1
4432	50	42	45	52	43	54	40	6-10	Associate	54	41	No	No	6-10
4435	55	49	45	37	51	51	40	6-10	Associate	40	41	No	No	6-10
4437	49	40	50	46	47	50	44	6-10	Bachelor	47	45	Yes	No	6-10
4438	48	43	48	42	51	41	45	0-1	Bachelor	36	42	No	No	0-1
4439	53	50	50	48	50	51	45	2-5	Bachelor	45	41	No	No	2-5
4442	46	45	44	42	41	47	44	0-1	Bachelor	39	37	No	No	0-1
4443	53	48	51	48	50	56	46	6-10	Associate	60	52	Yes	Yes	6-10
4445	53	55	52	42	50	48	44	0-1	Bachelor	40	52	No	No	0-1
4446	54	49	49	48	46	52	52	0-1	Master	56	42	No	No	0-1
4447	49	45	47	39	49	55	47	2-5	Bachelor	33	42	No	No	2-5
4448	53	44	47	47	49	48	49	6-10	Bachelor	58	41	No	No	6-10
4449	50	40	44	47	45	54	46	2-5	Bachelor	40	40	No	No	2-5
4450	56	44	43	45	49	56	48	2-5	Bachelor	43	38	No	No	2-5
4451	56	45	49	47	48	53	43	0-1	Bachelor	48	45	Yes	No	0-1
4453	47	42	47	47	46	53	44	2-5	Associate	43	36	No	No	2-5
4454	53	49	50	46	52	56	51	6-10	Bachelor	54	49	No	No	6-10
4455	55	49	48	52	52	50	52	0-1	Bachelor	58	50	No	No	0-1
4456	53	41	46	41	42	51	46	0-1	Associate	41	39	No	No	0-1
4457	51	50	42	42	47	50	40	2-5	None	44	34	No	No	2-5
4459	54	51	49	43	47	45	47	0-1	Associate	46	42	No	No	0-1
4460	53	44	48	42	50	49	47	2-5	Associate	39	44	No	No	2-5
4461	50	45	46	40	48	49	43	2-5	Bachelor	46	32	No	No	2-5
4463	48	44	48	43	46	49	45	11+	None	38	38	No	No	11+
4464	54	48	49	43	48	53	50	2-5	Bachelor	38	42	No	No	2-5
4465	54	48	48	40	52	55	46	11+	Bachelor	45	47	No	No	11+
4466	49	44	52	42	43	47	46	0-1	Bachelor	35	42	No	No	0-1
4467	58	49	46	48	53	57	43	6-10	Bachelor	46	47	No	No	6-10
4468	53	47	46	45	46	53	46	6-10	Master	47	42	No	No	6-10
4469	56	46	41	41	53	50	49	2-5	Bachelor	38	51	No	No	2-5
4472	54	44	47	51	46	57	45	6-10	Bachelor	45	38	No	No	6-10
4474	55	47	48	43	46	55	45	11+	None	46	49	No	Yes	11+
4475	52	46	48	45	49	51	42	6-10	Associate	49	39	No	No	6-10
4478	60	43	49	46	52	53	46	2-5	Bachelor	45	41	No	No	2-5
4481	52	50	45	47	47	50	44	0-1	Bachelor	48	44	No	Yes	0-1
4482	50	49	49	50	47	55	47	6-10	Associate	58	56	No	Yes	6-10
4483	55	46	47	48	48	53	46	0-1	Bachelor	41	42	Yes	Yes	0-1
4485	53	46	46	41	46	47	35	0-1	None	37	38	No	No	0-1
4487	48	41	43	45	50	53	42	0-1	None	38	34	No	No	0-1
4488	51	43	42	44	45	46	47	2-5	Master	39	43	No	No	2-5
4489	52	42	44	42	54	57	47	2-5	Associate	43	35	No	No	2-5
4490	54	55	53	46	52	50	49	0-1	Bachelor	57	52	Yes	Yes	0-1
4491	61	48	52	54	55	59	46	2-5	Bachelor	63	43	No	No	2-5
4492	53	45	49	42	56	51	53	6-10	Bachelor	47	42	No	Yes	6-10
4493	55	51	51	44	56	45	52	0-1	Associate	54	52	Yes	No	0-1
4496	55	46	49	49	55	56	47	2-5	Bachelor	49	46	No	No	2-5
4497	57	47	53	48	51	58	49	2-5	None	50	52	Yes	Yes	2-5
4498	53	48	45	45	47	53	43	0-1	None	47	50	No	No	0-1
4499	46	42	42	44	46	47	45	0-1	None	34	32	No	No	0-1
4500	54	44	45	41	44	52	41	2-5	None	41	42	No	Yes	2-5
4501	57	52	55	47	47	53	42	2-5	Bachelor	49	50	No	No	2-5
4502	45	38	38	41	41	49	41	6-10	Associate	45	30	No	No	6-10
4503	56	45	49	52	50	54	42	0-1	None	48	38	No	No	0-1
4504	54	44	48	48	46	53	39	6-10	None	53	50	No	Yes	6-10
4505	56	52	46	48	51	55	40	0-1	None	46	57	No	No	0-1
4506	57	46	51	47	53	53	49	0-1	Bachelor	49	53	No	No	0-1
4507	49	41	44	41	47	44	33	6-10	None	30	31	No	No	6-10
4508	55	48	50	52	48	50	43	0-1	Associate	47	38	No	No	0-1
4509	56	51	51	46	52	50	44	2-5	Bachelor	51	41	No	No	2-5
4510	54	42	49	48	48	54	49	6-10	Bachelor	46	50	Yes	Yes	6-10
4511	51	46	47	47	49	56	43	2-5	Associate	37	45	No	No	2-5
4513	44	41	46	43	40	47	36	2-5	Associate	28	32	No	Yes	2-5
4516	54	48	48	50	51	57	49	6-10	Master	65	55	Yes	Yes	6-10
4519	51	45	44	42	48	45	49	0-1	Associate	45	44	No	No	0-1
4520	53	45	49	45	42	51	47	6-10	Bachelor	42	33	No	No	6-10
4521	54	44	48	44	46	40	47	2-5	Associate	37	36	Yes	No	2-5
4522	49	39	38	40	43	49	43	2-5	None	33	32	Yes	No	2-5
4524	54	52	49	47	48	51	49	0-1	Bachelor	45	41	No	Yes	0-1
4525	54	47	51	48	48	46	51	2-5	None	36	39	No	No	2-5
4526	55	42	44	51	48	59	42	0-1	Associate	52	39	No	No	0-1
4527	60	55	55	47	52	47	48	0-1	Associate	50	57	No	No	0-1
4528	53	45	52	46	46	56	46	11+	Master	48	35	No	No	11+
4530	45	39	45	40	44	46	47	0-1	Associate	30	29	No	No	0-1
4531	58	54	51	44	56	55	46	2-5	Associate	57	50	No	No	2-5
4532	54	44	50	46	50	50	47	2-5	Bachelor	42	41	No	No	2-5
4533	51	39	42	40	52	45	44	0-1	Associate	34	48	No	No	0-1
4534	50	48	43	43	45	48	42	2-5	None	43	34	No	No	2-5
4536	50	46	48	46	50	47	41	0-1	Associate	44	37	No	No	0-1
4537	55	49	46	43	51	55	46	2-5	None	43	59	No	No	2-5
4538	53	44	47	44	46	51	42	2-5	Associate	29	38	No	No	2-5
4539	51	45	42	43	46	51	46	2-5	Bachelor	46	46	No	No	2-5
4540	52	50	52	45	52	47	51	0-1	Associate	44	45	No	No	0-1
4542	47	44	40	33	42	48	44	2-5	Bachelor	36	43	No	No	2-5
4543	52	48	48	51	51	49	54	2-5	Associate	54	49	No	Yes	2-5
4544	50	45	40	47	50	53	46	6-10	Associate	50	43	Yes	Yes	6-10
4545	50	40	46	41	48	47	42	0-1	None	40	35	No	No	0-1
4546	55	45	45	51	50	55	48	2-5	Associate	47	42	No	No	2-5
4547	52	46	43	47	49	56	44	0-1	Bachelor	54	42	No	No	0-1
4548	50	44	46	45	46	48	37	0-1	Associate	35	44	No	No	0-1
4549	53	47	50	43	48	45	47	0-1	Bachelor	47	40	No	No	0-1
4553	44	36	40	44	37	51	43	6-10	Bachelor	54	42	No	No	6-10
4554	48	48	46	45	48	47	46	0-1	Associate	32	40	No	No	0-1
4555	52	44	44	43	48	44	44	0-1	Bachelor	47	38	No	No	0-1
4556	56	50	53	48	46	55	49	2-5	Bachelor	53	55	No	No	2-5
4557	52	50	50	47	49	52	50	0-1	Bachelor	45	44	No	No	0-1
